"Nombre equipo";"Fabricante";"Modelo";"Memoria RAM";"Procesador";"Numero nucleos procesador";"Numero nucleos procesador habilitados"
"DESKTOP-TM6NMJP";"innotek GmbH";"VirtualBox";"2683883520";"Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz";"1";
