"Nombre equipo";"Identificador de red";"Â¿DHCP habilitado?";"IP activa";"MAC Address";"Servidor DNS";"IP";"Mascara de red"
"DESKTOP-TM6NMJP";"[00000001] Intel(R) PRO/1000 MT Desktop Adapter";;"True";"08:00:27:A6:84:D6";"192.168.1.1";"10.0.2.15 fe80::ec9e:41f2:21b4:a21a";"255.255.255.0 64"
