"Nombre equipo";"Sistema operativo";"Version";"Arquitectura";"Directorio SO"
"DESKTOP-TM6NMJP";"Microsoft Windows 10 Pro for Workstations";"10.0.19045";"64 bits";"C:\Windows\system32"
